price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
8999,2016.0,kia soul,excellent,4.0,gas,69839.0,automatic,hatchback,white,,2018-06-04,40
9999,2011.0,chevrolet silverado 2500hd,excellent,8.0,gas,245633.0,automatic,pickup,white,,2019-01-16,54
9999,2013.0,toyota tacoma,excellent,6.0,gas,158025.0,automatic,pickup,white,,2018-05-08,9
12749,2016.0,toyota camry,excellent,4.0,gas,60035.0,automatic,sedan,black,,2018-08-17,21
24900,2017.0,toyota tundra,like new,8.0,gas,37000.0,automatic,pickup,grey,,2018-10-03,32
10499,2015.0,hyundai sonata,good,4.0,gas,54520.0,automatic,sedan,red,,2018-09-18,26
7999,2015.0,nissan altima,excellent,4.0,gas,68135.0,automatic,sedan,black,,2018-11-16,49
6999,2015.0,ford focus,excellent,4.0,gas,94728.0,automatic,hatchback,,,2019-01-17,21
8990,2013.0,hyundai santa fe,excellent,4.0,gas,140724.0,automatic,SUV,silver,,2018-07-04,18
10999,2008.0,jeep wrangler,excellent,6.0,gas,162348.0,manual,SUV,white,1.0,2018-06-27,43
18999,2018.0,nissan altima,like new,4.0,gas,8638.0,automatic,sedan,grey,,2018-08-25,33
19499,2016.0,ford f250 super duty,excellent,8.0,gas,69198.0,automatic,sedan,white,,2018-10-16,41
7499,2006.0,ford ranger,excellent,6.0,gas,127478.0,automatic,truck,black,,2018-11-21,70
9749,2014.0,ford fusion,excellent,4.0,gas,66651.0,automatic,sedan,red,,2018-07-24,5
13500,2008.0,gmc yukon,good,8.0,gas,152207.0,automatic,SUV,grey,1.0,2019-02-23,16
26500,2014.0,ford f-250,good,8.0,diesel,136320.0,automatic,pickup,white,1.0,2019-01-31,89
27900,2012.0,ford f350 super duty,good,8.0,diesel,140800.0,automatic,pickup,,1.0,2018-10-27,23
10999,2007.0,toyota tundra,excellent,6.0,gas,152342.0,automatic,truck,blue,,2018-07-27,31
13249,2015.0,chrysler 300,excellent,6.0,gas,145613.0,automatic,sedan,grey,1.0,2019-03-13,25
8749,2014.0,chevrolet cruze,excellent,4.0,gas,57642.0,automatic,sedan,white,,2018-10-08,7
13980,2013.0,jeep grand cherokee,like new,6.0,gas,129896.0,automatic,SUV,red,1.0,2018-08-08,33
2749,2007.0,subaru forester,good,4.0,gas,267901.0,manual,wagon,white,1.0,2018-10-15,24
3200,2004.0,chevrolet suburban,good,8.0,gas,161152.0,automatic,SUV,grey,,2019-03-20,75
7249,2011.0,honda odyssey,excellent,6.0,gas,228282.0,automatic,mini-van,silver,,2019-02-06,32
3749,2007.0,honda civic,excellent,4.0,gas,204270.0,automatic,sedan,blue,,2018-08-27,114
21000,2018.0,nissan frontier crew cab sv,good,6.0,gas,39852.0,other,pickup,,1.0,2018-05-12,19
5500,2012.0,nissan versa,good,4.0,gas,86159.0,automatic,sedan,,,2018-12-10,27
11000,2005.0,ford f250 super duty,good,8.0,diesel,182350.0,automatic,truck,silver,1.0,2019-01-09,71
19999,2008.0,ford f350,excellent,8.0,diesel,189677.0,automatic,truck,black,1.0,2018-09-15,43
19500,2005.0,chevrolet silverado 3500hd,good,8.0,diesel,125403.0,automatic,pickup,silver,1.0,2018-09-16,32
7999,2014.0,chrysler 200,excellent,4.0,gas,107770.0,automatic,sedan,white,,2019-01-09,84
6999,2007.0,ford f150,excellent,6.0,gas,161156.0,automatic,pickup,white,,2018-05-31,34
8999,2015.0,volkswagen passat,excellent,4.0,gas,88794.0,automatic,sedan,red,,2018-10-22,27
5900,2001.0,chevrolet silverado 1500,excellent,8.0,gas,227000.0,automatic,truck,silver,1.0,2019-02-20,7
22500,2014.0,ford explorer,like new,6.0,gas,9500.0,automatic,SUV,,1.0,2018-10-04,56
6295,2013.0,ford escape,excellent,4.0,gas,109430.0,automatic,SUV,custom,,2019-03-12,66
3975,2011.0,chevrolet silverado 1500,fair,8.0,gas,165000.0,automatic,truck,green,1.0,2018-06-05,71
4999,2005.0,ford ranger,excellent,6.0,gas,153000.0,automatic,pickup,white,,2019-04-08,37
12999,2008.0,ford f-150,excellent,8.0,gas,134035.0,automatic,truck,red,1.0,2018-11-17,3
11999,2011.0,chevrolet colorado,excellent,4.0,gas,109941.0,automatic,truck,red,1.0,2019-02-15,5
8980,2013.0,nissan altima,excellent,6.0,gas,101611.0,automatic,coupe,blue,,2019-02-02,256
3995,2009.0,jeep grand cherokee,good,6.0,gas,188924.0,automatic,SUV,silver,1.0,2018-12-13,59
3995,2004.0,honda civic,good,4.0,gas,159319.0,automatic,sedan,grey,,2018-06-09,30
3995,2010.0,chevrolet impala,excellent,6.0,gas,143292.0,automatic,sedan,,,2019-03-11,16
7995,2007.0,chevrolet trailblazer,excellent,8.0,gas,137014.0,automatic,SUV,white,1.0,2018-11-20,109
5995,2005.0,ford f150,good,8.0,gas,189324.0,automatic,pickup,white,1.0,2019-01-14,42
9500,2007.0,honda pilot,excellent,6.0,gas,147500.0,automatic,SUV,silver,1.0,2018-10-19,29
7995,2011.0,ford explorer,good,6.0,gas,113596.0,automatic,SUV,blue,1.0,2018-10-18,48
10980,2010.0,toyota sienna,like new,6.0,gas,114224.0,automatic,mini-van,,,2018-12-17,71
7499,2010.0,nissan frontier,excellent,6.0,gas,138403.0,manual,truck,,,2019-02-01,3
15000,2011.0,gmc yukon,good,8.0,gas,165000.0,automatic,SUV,black,1.0,2018-05-23,55
6000,2011.0,ram 1500,good,8.0,gas,219000.0,automatic,truck,black,,2018-10-09,40
8360,2009.0,subaru outback,excellent,4.0,gas,140743.0,automatic,wagon,,1.0,2018-05-03,39
18980,2012.0,chevrolet tahoe,excellent,8.0,gas,93400.0,automatic,SUV,black,1.0,2019-02-26,54
21900,2013.0,chevrolet silverado 1500 crew,good,8.0,other,73779.0,other,pickup,red,1.0,2019-02-09,29
25900,2015.0,ford f150 supercrew cab xlt,good,6.0,gas,59799.0,other,pickup,red,1.0,2018-12-07,37
8980,2011.0,hyundai santa fe,excellent,4.0,gas,111791.0,automatic,SUV,silver,1.0,2019-04-04,48
15980,2008.0,chevrolet tahoe,like new,8.0,gas,131878.0,automatic,SUV,black,1.0,2018-05-31,11
17480,2013.0,jeep wrangler,like new,6.0,gas,100339.0,manual,SUV,white,1.0,2018-10-28,29
15999,2012.0,ram 2500,good,8.0,gas,141907.0,automatic,truck,white,1.0,2018-12-30,33
20200,2018.0,nissan frontier crew cab sv,good,6.0,gas,24209.0,other,pickup,,1.0,2018-11-18,11
17980,2009.0,jeep wrangler,like new,6.0,gas,97325.0,automatic,SUV,,1.0,2019-01-19,20
16000,2016.0,dodge charger,excellent,6.0,gas,73819.0,automatic,sedan,,,2018-07-02,9
2200,2006.0,jeep grand cherokee laredo,good,6.0,gas,169000.0,automatic,SUV,custom,1.0,2018-11-15,26
6499,2014.0,kia soul,excellent,4.0,gas,130478.0,manual,hatchback,,,2018-08-08,55
11980,2014.0,hyundai sonata,like new,4.0,gas,69500.0,automatic,sedan,,,2018-05-28,138
3300,2004.0,nissan murano,good,6.0,gas,220884.0,automatic,SUV,silver,,2018-06-04,73
30000,2016.0,jeep wrangler unlimited,excellent,6.0,gas,41800.0,automatic,offroad,grey,1.0,2018-06-10,39
2250,2011.0,ford f-150,fair,8.0,gas,260000.0,automatic,pickup,brown,1.0,2019-04-03,11
11480,2014.0,hyundai elantra,like new,4.0,gas,21652.0,manual,sedan,silver,,2018-11-14,20
3800,2007.0,honda accord,good,4.0,gas,193400.0,automatic,sedan,blue,,2018-12-07,18
15480,2013.0,nissan frontier,like new,6.0,gas,105855.0,automatic,truck,,1.0,2019-02-06,63
22000,2003.0,gmc sierra 2500hd,excellent,8.0,diesel,138000.0,automatic,truck,,1.0,2019-03-25,2
13980,2015.0,hyundai elantra,like new,4.0,gas,11990.0,automatic,sedan,,,2018-12-29,15
28650,2016.0,ford f-150,excellent,8.0,gas,49107.0,automatic,truck,silver,1.0,2018-09-23,24
22900,2016.0,ram 1500,excellent,8.0,gas,139900.0,automatic,truck,white,1.0,2019-03-21,16
8480,2011.0,hyundai sonata,like new,4.0,gas,99447.0,automatic,sedan,blue,,2018-06-26,5
25600,2017.0,ford mustang gt coupe 2d,good,8.0,gas,42957.0,other,coupe,black,,2018-05-04,54
10980,2013.0,hyundai sonata,excellent,4.0,gas,60458.0,automatic,sedan,,,2018-11-30,32
4900,2004.0,honda pilot,good,6.0,gas,138348.0,automatic,SUV,silver,1.0,2018-06-23,19
8995,2008.0,ford f150,excellent,6.0,gas,123675.0,automatic,truck,blue,,2018-11-22,18
5900,2006.0,acura tl,good,6.0,gas,92659.0,automatic,sedan,white,,2018-10-19,25
4750,2009.0,ford escape,good,6.0,gas,156708.0,automatic,SUV,red,1.0,2018-07-11,133
7900,2007.0,gmc yukon,good,8.0,gas,158454.0,automatic,SUV,blue,1.0,2018-07-04,34
5900,2007.0,nissan murano,good,6.0,gas,97005.0,automatic,SUV,black,1.0,2018-08-18,32
4900,2005.0,nissan murano,good,6.0,gas,128945.0,automatic,SUV,grey,1.0,2019-01-10,25
8900,2007.0,cadillac escalade,good,8.0,gas,197995.0,automatic,SUV,white,1.0,2018-07-20,29
6950,2011.0,hyundai santa fe,excellent,4.0,gas,150581.0,automatic,SUV,silver,1.0,2018-07-01,19
11950,2014.0,ford f150,excellent,8.0,gas,181573.0,automatic,pickup,white,1.0,2018-08-05,19
8900,2010.0,chevrolet suburban,good,8.0,gas,183142.0,automatic,SUV,grey,1.0,2018-06-10,37
11980,2012.0,jeep grand cherokee,excellent,6.0,gas,127931.0,automatic,SUV,black,1.0,2018-06-27,25
4500,2003.0,cadillac escalade,good,8.0,gas,204000.0,automatic,SUV,white,1.0,2018-06-26,30
9980,2010.0,honda cr-v,excellent,4.0,gas,131390.0,automatic,SUV,black,,2018-10-04,50
7995,2007.0,chevrolet trailblazer,excellent,6.0,gas,131695.0,automatic,SUV,silver,,2018-08-07,81
11900,2012.0,ford f-250,good,8.0,gas,146800.0,automatic,pickup,silver,1.0,2018-05-15,104
22500,2018.0,nissan frontier crew cab sv,good,6.0,gas,26344.0,other,pickup,,1.0,2018-12-24,14
12900,2014.0,ford f150,excellent,8.0,gas,95791.0,automatic,pickup,white,1.0,2018-09-26,43
10900,2017.0,nissan rogue,excellent,4.0,gas,45168.0,automatic,SUV,black,,2018-09-25,9
7980,2015.0,nissan sentra,excellent,4.0,gas,67192.0,automatic,sedan,black,,2018-08-23,23
6550,2013.0,volkswagen passat,excellent,5.0,gas,76549.0,automatic,sedan,grey,,2018-05-20,8
8800,2012.0,chrysler town & country,excellent,6.0,gas,90000.0,automatic,mini-van,blue,,2018-10-18,22
29000,2016.0,toyota tundra,good,8.0,gas,47000.0,automatic,truck,white,,2018-07-25,62
4900,2012.0,chevrolet impala,good,6.0,gas,64863.0,automatic,sedan,black,,2019-04-10,25
4000,2013.0,chevrolet equinox,excellent,4.0,gas,176000.0,automatic,SUV,blue,1.0,2019-03-08,54
7000,2005.0,chevrolet silverado 1500,good,8.0,gas,186000.0,automatic,truck,,1.0,2018-09-11,44
18995,2014.0,gmc sierra 1500,good,8.0,gas,150824.0,automatic,truck,silver,,2018-09-19,37
17995,2015.0,ram 1500,good,8.0,gas,81195.0,automatic,truck,black,,2018-12-13,18
26995,2014.0,chevrolet silverado 1500,good,8.0,gas,70935.0,automatic,truck,,,2018-05-07,30
15995,2015.0,ram 1500,good,8.0,gas,70013.0,automatic,truck,white,,2019-02-03,45
27995,2018.0,chevrolet silverado 1500,good,8.0,gas,18287.0,automatic,truck,white,,2018-10-09,74
3200,2004.0,volkswagen passat,good,6.0,gas,177000.0,automatic,sedan,silver,1.0,2018-07-05,45
16995,2007.0,jeep wrangler,good,6.0,gas,108032.0,automatic,SUV,,,2019-01-14,12
3980,2007.0,ford focus,fair,4.0,gas,126814.0,automatic,sedan,silver,,2018-11-07,31
12995,2012.0,chevrolet suburban,good,8.0,gas,150297.0,automatic,SUV,black,,2018-06-07,28
12000,2007.0,ford f-150,excellent,8.0,gas,115000.0,automatic,truck,brown,1.0,2018-12-23,43
7974,2014.0,kia soul,excellent,4.0,gas,74532.0,automatic,hatchback,silver,,2018-11-04,13
2900,2003.0,chevrolet silverado 1500,good,8.0,gas,180000.0,automatic,truck,white,1.0,2018-05-16,123
8480,2008.0,honda accord,excellent,4.0,gas,84506.0,automatic,sedan,silver,,2018-08-21,10
25495,2014.0,chevrolet silverado 1500,good,8.0,gas,100776.0,automatic,truck,,1.0,2018-09-28,48
22995,2013.0,jeep wrangler,good,6.0,gas,65145.0,automatic,SUV,black,1.0,2018-05-26,16
2900,2003.0,chevrolet tahoe,good,8.0,gas,177000.0,automatic,SUV,black,1.0,2019-03-06,116
3800,2011.0,ford f-150,good,8.0,gas,136000.0,automatic,truck,green,1.0,2018-07-08,17
13250,2007.0,chevrolet silverado,excellent,8.0,gas,107000.0,automatic,pickup,silver,1.0,2018-07-06,30
10000,2003.0,ford f-250,good,8.0,diesel,192000.0,automatic,truck,grey,1.0,2019-02-10,25
15980,2011.0,chevrolet tahoe,like new,8.0,gas,132124.0,automatic,SUV,brown,1.0,2018-12-16,56
19700,2017.0,chevrolet camaro lt coupe 2d,good,6.0,gas,35807.0,other,coupe,black,,2019-04-17,22
19400,2016.0,chevrolet silverado 1500,excellent,8.0,gas,58000.0,automatic,pickup,silver,1.0,2018-10-10,38
8900,2016.0,nissan sentra,like new,4.0,gas,18144.0,automatic,sedan,grey,,2019-01-05,16
5500,2012.0,nissan maxima,excellent,6.0,gas,108135.0,automatic,sedan,,,2018-07-26,93
5900,2010.0,toyota corolla,excellent,4.0,gas,141023.0,automatic,sedan,,,2019-02-27,18
23800,2018.0,nissan frontier crew cab sv,good,6.0,gas,10899.0,other,pickup,silver,1.0,2018-08-15,41
11700,2017.0,ford escape,excellent,4.0,gas,96500.0,automatic,SUV,grey,,2018-05-16,55
5300,2005.0,jeep grand cherokee,good,8.0,gas,156000.0,automatic,SUV,white,1.0,2019-01-10,113
3500,2005.0,toyota camry le,excellent,4.0,gas,138000.0,automatic,sedan,,,2018-07-04,19
6995,2012.0,ford fusion se,like new,4.0,gas,59215.0,automatic,sedan,black,,2019-01-20,36
15995,2015.0,toyota camry,excellent,6.0,gas,98000.0,automatic,sedan,red,,2018-08-16,110
11950,2012.0,ford explorer,like new,6.0,gas,131355.0,automatic,SUV,,1.0,2018-06-25,73
2999,2005.0,honda odyssey,good,6.0,gas,162762.5,automatic,van,silver,,2018-10-04,19
10000,2000.0,toyota tundra,excellent,8.0,gas,142800.0,automatic,pickup,red,1.0,2018-07-02,50
6900,2009.0,nissan murano,excellent,6.0,gas,165368.0,automatic,SUV,white,1.0,2019-02-20,78
4900,2004.0,chevrolet tahoe,excellent,8.0,gas,203471.0,automatic,SUV,,1.0,2018-12-01,25
25900,2017.0,kia sorento,excellent,6.0,gas,50934.0,automatic,SUV,grey,1.0,2018-12-09,37
16400,2015.0,honda cr-v,excellent,4.0,gas,30756.0,automatic,SUV,black,1.0,2018-11-27,44
25900,2016.0,chevrolet silverado 1500,excellent,8.0,gas,32166.0,automatic,truck,blue,1.0,2019-03-11,35
26900,2015.0,jeep wrangler,excellent,6.0,gas,72047.0,automatic,SUV,white,1.0,2018-11-13,128
15900,2013.0,chevrolet suburban,excellent,8.0,gas,101419.0,automatic,SUV,silver,1.0,2018-06-02,46
21400,2017.0,subaru outback,excellent,4.0,gas,29282.0,automatic,wagon,red,1.0,2018-05-12,33
21900,2014.0,chevrolet silverado 1500,excellent,8.0,gas,100776.0,automatic,truck,brown,1.0,2018-09-10,41
5707,2013.0,ford fusion se,excellent,6.0,gas,152381.0,automatic,sedan,silver,1.0,2019-01-06,17
5910,2010.0,ford focus se,excellent,4.0,gas,151480.0,automatic,sedan,silver,,2018-09-24,9
4910,2010.0,ford focus se,excellent,4.0,gas,191375.0,automatic,sedan,red,,2018-05-31,53
3488,2002.0,ford explorer,good,6.0,gas,128913.0,automatic,SUV,,1.0,2018-06-11,13
27500,2015.0,chevrolet silverado,like new,8.0,gas,56000.0,manual,pickup,white,1.0,2018-05-21,10
10900,2012.0,ram 1500,good,8.0,gas,73600.0,automatic,truck,white,,2019-01-30,17
26900,2014.0,chevrolet silverado 1500 crew,good,8.0,gas,68607.0,automatic,pickup,,1.0,2019-01-17,14
5495,2006.0,toyota sienna,good,6.0,gas,131912.0,automatic,mini-van,,,2019-01-17,88
28900,2017.0,ford f150 supercrew cab xlt,good,6.0,gas,49225.0,automatic,pickup,white,1.0,2018-12-21,25
20500,2008.0,gmc sierra 2500hd,good,8.0,gas,62500.0,automatic,pickup,black,1.0,2018-08-23,64
16000,2017.0,ram 2500,good,8.0,gas,122000.0,automatic,truck,black,,2018-08-17,13
9600,2010.0,toyota prius,good,4.0,gas,131150.0,automatic,hatchback,blue,,2018-12-12,51
21600,2016.0,chevrolet camaro lt coupe 2d,good,6.0,gas,19579.0,other,coupe,grey,,2019-04-06,30
2600,2010.0,subaru forester,good,4.0,gas,181492.0,automatic,hatchback,red,1.0,2018-08-06,38
7910,2010.0,chrysler town & country,excellent,6.0,gas,103065.0,automatic,mini-van,red,,2018-10-19,29
7910,2010.0,toyota prius,excellent,4.0,gas,162749.0,automatic,hatchback,silver,,2018-12-21,28
6906,2010.0,toyota rav4,excellent,4.0,gas,168517.0,automatic,SUV,blue,1.0,2018-09-09,20
7914,2013.0,ford focus se,excellent,4.0,gas,118878.0,automatic,sedan,red,,2018-09-24,21
8915,2015.0,ford focus,excellent,4.0,gas,107272.0,automatic,hatchback,,,2018-12-18,24
7913,2013.0,ford focus,excellent,4.0,gas,99087.0,automatic,sedan,,,2018-06-01,51
12911,2011.0,gmc sierra 1500,excellent,8.0,gas,136340.0,automatic,truck,silver,1.0,2018-12-08,33
19900,2002.0,gmc sierra 2500hd,excellent,8.0,gas,49000.0,automatic,truck,,1.0,2018-06-12,23
10376,2014.0,chrysler town & country,like new,6.0,gas,115971.0,automatic,van,,,2018-05-30,27
18900,2017.0,toyota rav4,excellent,4.0,gas,33100.0,automatic,SUV,white,1.0,2019-04-14,18
8999,2008.0,chevrolet silverado 1500,excellent,8.0,gas,178921.0,automatic,pickup,white,1.0,2019-04-04,120
3195,2001.0,ford f150,excellent,6.0,gas,234076.0,automatic,pickup,white,,2018-06-27,42
3995,2003.0,ford explorer,excellent,6.0,gas,130000.0,automatic,SUV,white,1.0,2019-03-28,69
2995,2002.0,ford taurus,excellent,6.0,gas,154000.0,automatic,sedan,silver,,2018-12-30,39
3995,2003.0,ford escape,good,6.0,gas,170000.0,automatic,SUV,grey,1.0,2018-11-02,35
12500,2003.0,ram 2500,like new,8.0,diesel,206000.0,automatic,truck,custom,,2018-10-10,62
4995,2002.0,chevrolet tahoe,excellent,8.0,gas,174068.0,automatic,SUV,green,1.0,2019-02-09,53
4910,2010.0,ford focus se,excellent,4.0,gas,191375.0,automatic,sedan,red,,2018-08-10,67
6906,2007.0,toyota rav4,excellent,4.0,gas,168517.0,automatic,SUV,blue,1.0,2018-08-14,9
3695,2003.0,ford explorer,excellent,8.0,gas,164000.0,automatic,SUV,brown,,2018-06-27,52
9750,2003.0,chevrolet silverado 2500hd,like new,8.0,diesel,195442.0,automatic,truck,white,1.0,2018-12-19,28
2695,2009.0,jeep grand cherokee,good,6.0,gas,208000.0,automatic,SUV,green,1.0,2018-05-18,14
3695,2005.0,dodge grand caravan,excellent,6.0,gas,176000.0,automatic,mini-van,,,2018-06-10,28
14999,2012.0,bmw x5,excellent,6.0,gas,68000.0,automatic,SUV,blue,1.0,2019-04-14,68
23999,2015.0,bmw x5,excellent,6.0,gas,69000.0,automatic,SUV,white,1.0,2018-05-06,44
3000,2006.0,subaru outback,good,4.0,gas,160000.0,automatic,wagon,green,,2018-10-22,2
6000,2001.0,toyota tacoma,good,6.0,gas,282404.0,manual,truck,silver,1.0,2018-10-23,24
3995,2003.0,chevrolet trailblazer,excellent,6.0,gas,160000.0,automatic,SUV,brown,,2018-05-27,77
4450,2010.0,ford focus,excellent,4.0,gas,44000.0,manual,coupe,blue,,2018-11-13,46
11000,2001.0,jeep wrangler,excellent,6.0,gas,124000.0,automatic,SUV,red,1.0,2018-05-14,32
6906,2007.0,toyota rav4,excellent,4.0,gas,147960.5,automatic,SUV,,1.0,2018-06-15,31
5910,2013.0,ford focus se,excellent,4.0,gas,103300.0,automatic,sedan,silver,,2019-01-26,88
5707,2007.0,ford fusion se,excellent,6.0,gas,152381.0,automatic,sedan,silver,1.0,2018-06-05,22
4910,2013.0,ford focus se,excellent,4.0,gas,191375.0,automatic,sedan,red,,2018-12-12,43
2200,2009.0,toyota camry,good,4.0,gas,165000.0,manual,sedan,green,,2018-06-10,23
15000,2005.0,ford f-250,good,8.0,diesel,118068.0,automatic,truck,,1.0,2019-01-13,63
23500,2012.0,ford f-150,excellent,8.0,gas,68900.0,automatic,pickup,white,1.0,2018-08-22,32
11900,2010.0,chevrolet suburban,good,8.0,gas,169000.0,automatic,SUV,,1.0,2018-07-09,3
17500,2006.0,ram 3500,good,6.0,diesel,257000.0,automatic,truck,silver,1.0,2018-12-01,3
3300,2000.0,ford ranger,good,4.0,gas,110000.0,manual,pickup,white,,2019-02-12,12
8850,2013.0,nissan altima,excellent,4.0,gas,73000.0,automatic,sedan,black,,2018-09-23,10
13000,2008.0,ford f250 super duty,excellent,10.0,gas,140000.0,automatic,truck,white,1.0,2019-03-15,14
2500,2006.0,honda accord,good,4.0,gas,185482.0,automatic,sedan,silver,,2018-05-05,16
16500,2010.0,chevrolet silverado 1500,like new,8.0,gas,121498.0,automatic,pickup,white,1.0,2018-05-14,33
12908,2008.0,chevrolet silverado,excellent,8.0,gas,138850.0,automatic,truck,silver,1.0,2019-01-06,23
13904,2011.0,chevrolet silverado,excellent,8.0,diesel,206927.0,automatic,truck,red,1.0,2019-03-27,56
12911,2011.0,gmc sierra 1500,excellent,8.0,gas,196241.0,automatic,truck,silver,1.0,2018-11-12,59
2995,2004.0,toyota camry,good,4.0,gas,190433.0,automatic,sedan,black,,2018-07-20,19
5300,2009.0,chevrolet impala,excellent,6.0,gas,97000.0,automatic,sedan,red,,2018-12-10,29
7700,2013.0,kia soul,excellent,4.0,gas,86000.0,automatic,hatchback,grey,,2018-07-16,83
2295,2000.0,toyota 4runner,good,6.0,gas,288411.0,automatic,SUV,silver,1.0,2019-04-07,44
5707,2007.0,ford fusion se,excellent,4.0,gas,152381.0,automatic,sedan,silver,1.0,2018-06-21,41
6906,2007.0,toyota rav4,excellent,4.0,gas,168517.0,automatic,SUV,blue,1.0,2018-10-20,38
5900,2007.0,nissan murano,good,6.0,gas,122409.0,automatic,SUV,,1.0,2019-02-22,4
2900,2005.0,ford taurus,good,6.0,gas,91779.0,automatic,sedan,silver,,2019-01-22,47
8400,2003.0,gmc sierra 1500,like new,8.0,gas,191500.0,automatic,pickup,black,1.0,2018-12-23,26
11500,2005.0,ford f-250,good,8.0,diesel,258000.0,automatic,truck,white,1.0,2018-09-05,34
6000,2001.0,toyota tacoma,good,6.0,gas,282404.0,manual,truck,silver,1.0,2018-07-04,66
4500,2013.0,hyundai elantra,good,4.0,gas,92000.0,automatic,sedan,red,,2018-05-13,32
5707,2007.0,ford fusion se,excellent,4.0,gas,152381.0,automatic,sedan,,1.0,2019-03-07,42
10911,2011.0,ford explorer,excellent,6.0,gas,161464.0,automatic,SUV,silver,1.0,2019-02-09,43
2900,2008.0,hyundai sonata,good,4.0,gas,118122.0,automatic,sedan,black,,2019-02-07,19
5300,2011.0,hyundai elantra,excellent,4.0,gas,130000.0,automatic,sedan,silver,,2018-12-12,17
9700,2015.0,nissan altima,excellent,4.0,gas,65000.0,automatic,sedan,,,2018-09-16,18
5950,2005.0,acura tl,good,6.0,gas,169700.0,automatic,sedan,,,2018-09-06,34
15500,2003.0,ford f-250,good,8.0,diesel,230000.0,automatic,pickup,grey,1.0,2018-05-02,106
15000,2009.0,toyota tundra,like new,8.0,gas,173700.0,automatic,truck,white,,2019-02-10,33
18000,2003.0,gmc sierra 2500hd,excellent,8.0,gas,138000.0,automatic,truck,blue,1.0,2018-07-08,21
18995,2015.0,ram 2500,excellent,6.0,diesel,162430.0,automatic,truck,white,,2018-11-22,14
6750,2011.0,chevrolet traverse,like new,6.0,gas,133007.0,automatic,SUV,,1.0,2018-05-04,32
3500,2006.0,hyundai sonata,good,6.0,gas,50712.0,automatic,sedan,blue,,2018-07-24,25
3700,2010.0,nissan sentra,excellent,4.0,gas,133058.0,automatic,sedan,,,2018-10-16,53
3200,2008.0,nissan sentra,excellent,4.0,gas,121326.0,automatic,sedan,blue,,2018-08-14,42
6500,2010.0,nissan maxima,excellent,6.0,gas,125000.0,automatic,sedan,silver,,2018-10-08,23
4399,2006.0,chrysler 300,like new,6.0,gas,120000.0,automatic,sedan,green,,2018-08-19,34
4495,2004.0,acura tl,good,6.0,gas,185000.0,manual,sedan,,,2018-09-14,42
3299,2007.0,chrysler 300,like new,6.0,gas,130000.0,automatic,sedan,blue,,2019-01-14,75
6600,2001.0,jeep wrangler,excellent,6.0,gas,99000.0,manual,SUV,red,1.0,2019-04-07,7
6499,2011.0,ford explorer,excellent,8.0,gas,128200.0,automatic,SUV,silver,1.0,2018-06-20,8
5999,2012.0,kia soul,excellent,4.0,gas,148415.0,automatic,hatchback,green,,2018-08-21,56
3899,2004.0,jeep grand cherokee,excellent,6.0,gas,200856.0,automatic,SUV,blue,1.0,2018-08-14,9
25900,2015.0,jeep wrangler,like new,6.0,gas,55000.0,automatic,offroad,,1.0,2018-08-11,34
12995,2017.0,honda civic,excellent,4.0,gas,32205.5,automatic,sedan,white,,2018-09-03,80
14500,2018.0,chevrolet equinox,excellent,4.0,gas,18000.0,automatic,SUV,blue,,2018-09-07,50
10988,2003.0,ford f250 super duty,excellent,8.0,gas,212837.0,automatic,pickup,black,1.0,2018-07-07,36
14988,2016.0,hyundai sonata,like new,4.0,gas,46564.0,automatic,sedan,red,,2019-03-23,140
10500,2007.0,ford f250 super duty,excellent,8.0,gas,196000.0,automatic,truck,white,1.0,2019-03-10,18
2750,2007.0,dodge grand caravan,good,6.0,gas,181000.0,automatic,mini-van,blue,,2019-03-26,27
20997,2011.0,chevrolet silverado 1500,excellent,8.0,gas,29422.0,automatic,truck,blue,,2019-02-15,71
8997,2011.0,ford ranger,excellent,4.0,gas,110689.0,automatic,truck,blue,,2019-02-09,5
26997,2016.0,gmc sierra 1500,excellent,8.0,gas,29296.0,automatic,truck,custom,1.0,2018-06-16,50
14500,2015.0,ford edge,excellent,4.0,gas,99500.0,automatic,SUV,red,1.0,2018-10-30,54
8990,2011.0,chevrolet impala,good,6.0,gas,82903.0,automatic,sedan,silver,,2018-12-17,42
4000,2005.0,chevrolet suburban,excellent,8.0,gas,227062.0,automatic,SUV,white,,2018-05-28,118
4950,2007.0,acura tl,good,6.0,gas,133500.0,automatic,SUV,,,2018-12-06,78
4000,2008.0,chevrolet impala,excellent,6.0,gas,117130.0,automatic,sedan,,,2019-03-11,41
25000,2012.0,ford f350,good,8.0,diesel,133425.0,automatic,truck,white,1.0,2019-03-17,80
11750,2016.0,ford explorer,like new,6.0,gas,192000.0,automatic,SUV,black,,2018-09-25,13
4500,2004.0,chevrolet tahoe,good,8.0,gas,170963.0,automatic,SUV,,1.0,2018-11-16,15
5500,2005.0,chrysler 300,excellent,8.0,gas,179000.0,automatic,sedan,silver,,2018-12-06,28
4900,2005.0,subaru outback,good,4.0,gas,176307.0,automatic,wagon,silver,1.0,2019-03-06,44
25900,2015.0,chevrolet silverado 1500,like new,8.0,gas,91000.0,automatic,pickup,brown,1.0,2018-07-20,14
4300,2007.0,ram 2500,excellent,8.0,gas,222000.0,automatic,truck,white,,2018-12-12,53
